"raceId","lluvia_cat","humedad_cat","temperatura_cat","viento_cat","ganador","puntua"
1000,"No","Moderada","Muy Cálida","Poco","Si","Si"
1001,"No","Moderada","Alta","Moderado","Si","Si"
1002,"Poca","Muy Alta","Alta","Poco","Si","Si"
1003,"No","Muy Alta","Alta","Moderado","Si","Si"
1004,"No","Alta","Alta","Moderado","Si","Si"
1005,"No","Alta","Alta","Moderado","Si","Si"
1006,"No","Alta","Alta","Moderado","Si","Si"
1007,"No","Alta","Alta","Poco","Si","Si"
1008,"Poca","Alta","Alta","Moderado","Si","Si"
1009,"No","Moderada","Muy Cálida","Mucho","Si","Si"
1010,"No","Moderada","Alta","Moderado","No","Si"
1011,"No","Moderada","Alta","Mucho","No","Si"
1012,"No","Alta","Alta","Mucho","Si","Si"
1013,"No","Alta","Alta","Mucho","No","Si"
1014,"No","Alta","Alta","Moderado","Si","Si"
1015,"Poca","Alta","Alta","Poco","Si","Si"
1016,"No","Moderada","Alta","Moderado","Si","Si"
1017,"No","Moderada","Alta","Moderado","Si","Si"
1018,"No","Baja","Muy Cálida","Poco","Si","Si"
1019,"Poca","Alta","Alta","Poco","Si","Si"
1020,"Mucha","Alta","Alta","Poco","Si","Si"
1021,"No","Alta","Alta","Poco","Si","Si"
1022,"No","Alta","Alta","Moderado","Si","Si"
1023,"Poca","Alta","Alta","Poco","Si","Si"
1024,"No","Alta","Alta","Mucho","Si","Si"
1025,"Poca","Muy Alta","Alta","Moderado","Si","Si"
1026,"No","Alta","Alta","Mucho","Si","Si"
1027,"Poca","Alta","Alta","Poco","Si","Si"
1027,"Poca","Alta","Alta","Poco","Si","Si"
1028,"No","Moderada","Alta","Moderado","Si","Si"
1029,"No","Alta","Alta","Mucho","Si","Si"
1030,"No","Alta","Alta","Mucho","Si","Si"
1031,"No","Moderada","Alta","Poco","No","Si"
1032,"No","Moderada","Alta","Poco","No","Si"
1033,"Poca","Muy Alta","Alta","Moderado","Si","Si"
1034,"No","Moderada","Alta","Moderado","Si","Si"
1035,"No","Alta","Alta","Moderado","Si","Si"
1036,"Poca","Alta","Alta","Moderado","Si","Si"
1037,"No","Alta","Alta","Moderado","Si","Si"
1038,"No","Alta","Alta","Poco","Si","Si"
1039,"No","Moderada","Muy Cálida","Moderado","Si","Si"
1040,"No","Alta","Alta","Poco","Si","Si"
1041,"No","Alta","Templada","Moderado","Si","Si"
1042,"Poca","Alta","Alta","Mucho","Si","Si"
1043,"No","Alta","Alta","Poco","Si","Si"
1044,"Poca","Muy Alta","Templada","Poco","Si","Si"
1045,"No","Moderada","Alta","Moderado","Si","Si"
1047,"No","Moderada","Alta","Moderado","Si","Si"
1051,"No","Alta","Alta","Moderado","No","Si"
1052,"No","Alta","Alta","Mucho","Si","Si"
1053,"Poca","Alta","Templada","Moderado","Si","Si"
1054,"No","Moderada","Alta","Poco","Si","Si"
1055,"Poca","Alta","Alta","Moderado","Si","Si"
1056,"No","Alta","Alta","Moderado","No","Si"
1057,"No","Alta","Alta","Mucho","No","No"
1058,"No","Moderada","Alta","Poco","No","Si"
1059,"Poca","Moderada","Alta","Mucho","No","Si"
1060,"No","Alta","Alta","Poco","No","Si"
1061,"No","Moderada","Alta","Poco","No","Si"
1062,"No","Moderada","Alta","Moderado","Si","Si"
1064,"No","Alta","Alta","Moderado","No","Si"
1065,"No","Moderada","Alta","Poco","No","No"
1066,"Poca","Alta","Alta","Moderado","Si","Si"
1067,"No","Alta","Alta","Mucho","No","Si"
1069,"Poca","Alta","Alta","Moderado","No","Si"
1070,"No","Moderada","Alta","Poco","No","Si"
1071,"No","Moderada","Alta","Poco","No","Si"
1072,"No","Alta","Alta","Moderado","No","Si"
1073,"No","Alta","Alta","Moderado","No","Si"
1074,"No","Moderada","Alta","Mucho","No","Si"
1075,"No","Alta","Alta","Moderado","No","Si"
1076,"No","Moderada","Alta","Mucho","No","Si"
1077,"Poca","Muy Alta","Templada","Poco","No","No"
1078,"No","Moderada","Muy Cálida","Moderado","No","Si"
1079,"No","Baja","Muy Cálida","Mucho","No","Si"
1080,"No","Alta","Alta","Moderado","No","Si"
1081,"No","Moderada","Alta","Mucho","No","Si"
1082,"No","Moderada","Alta","Mucho","No","Si"
1083,"Poca","Alta","Alta","Poco","No","Si"
1084,"No","Moderada","Alta","Moderado","No","Si"
1085,"No","Moderada","Muy Cálida","Moderado","No","Si"
1086,"No","Alta","Alta","Mucho","No","Si"
1088,"Poca","Alta","Alta","Poco","No","Si"
1089,"No","Moderada","Alta","Poco","No","Si"
1091,"Poca","Muy Alta","Alta","Poco","No","Si"
1092,"Poca","Muy Alta","Alta","Poco","No","Si"
1093,"No","Moderada","Alta","Mucho","No","Si"
1094,"No","Moderada","Alta","Poco","No","Si"
1095,"No","Alta","Alta","Poco","No","Si"
1096,"No","Alta","Alta","Mucho","No","No"
1098,"No","Baja","Muy Cálida","Moderado","No","Si"
1099,"No","Alta","Alta","Mucho","No","Si"
1100,"No","Alta","Alta","Moderado","No","Si"
1101,"No","Moderada","Alta","Moderado","No","Si"
1102,"Poca","Alta","Alta","Mucho","No","Si"
1104,"Poca","Alta","Alta","Poco","No","Si"
1105,"No","Alta","Alta","Poco","No","Si"
1106,"No","Alta","Alta","Moderado","No","Si"
1107,"No","Moderada","Alta","Poco","No","Si"
1108,"Poca","Alta","Alta","Mucho","No","Si"
1109,"No","Moderada","Alta","Moderado","No","Si"
1110,"Poca","Alta","Alta","Mucho","No","Si"
841,"No","Alta","Alta","Poco","No","Si"
842,"Poca","Muy Alta","Alta","Poco","No","Si"
843,"No","Baja","Alta","Poco","No","Si"
844,"No","Alta","Alta","Poco","No","Si"
845,"No","Moderada","Alta","Moderado","No","Si"
846,"No","Alta","Alta","Poco","No","Si"
848,"No","Moderada","Muy Cálida","Moderado","No","Si"
849,"No","Alta","Alta","Poco","No","Si"
850,"Poca","Muy Alta","Templada","Moderado","No","Si"
851,"Poca","Muy Alta","Alta","Moderado","No","Si"
852,"No","Alta","Templada","Mucho","No","No"
853,"No","Alta","Alta","Poco","No","Si"
854,"Poca","Muy Alta","Alta","Poco","No","Si"
855,"No","Moderada","Alta","Poco","No","Si"
856,"No","Alta","Alta","Mucho","No","Si"
857,"No","Moderada","Alta","Poco","No","Si"
858,"No","Moderada","Alta","Moderado","No","Si"
859,"Moderada","Muy Alta","Alta","Moderado","No","No"
860,"No","Alta","Alta","Moderado","No","Si"
861,"Moderada","Muy Alta","Alta","Moderado","No","Si"
862,"No","Alta","Alta","Poco","Si","Si"
863,"No","Alta","Alta","Moderado","No","Si"
864,"No","Alta","Alta","Poco","No","Si"
865,"No","Muy Alta","Alta","Poco","No","Si"
866,"No","Moderada","Alta","Poco","Si","Si"
867,"No","Moderada","Muy Cálida","Moderado","No","No"
868,"Poca","Muy Alta","Alta","Moderado","No","Si"
869,"No","Moderada","Alta","Poco","No","No"
870,"No","Moderada","Muy Cálida","Poco","No","Si"
872,"No","Moderada","Alta","Poco","No","Si"
873,"Poca","Muy Alta","Alta","Poco","No","No"
874,"No","Alta","Alta","Moderado","No","Si"
875,"No","Alta","Alta","Moderado","No","Si"
876,"No","Moderada","Alta","Poco","No","Si"
878,"No","Moderada","Alta","Moderado","No","Si"
879,"Poca","Muy Alta","Alta","Moderado","No","No"
880,"No","Moderada","Alta","Mucho","No","Si"
881,"Moderada","Alta","Alta","Poco","No","Si"
882,"No","Moderada","Alta","Moderado","No","Si"
883,"No","Alta","Alta","Mucho","No","Si"
884,"No","Alta","Alta","Poco","No","No"
885,"No","Alta","Alta","Poco","No","Si"
886,"No","Alta","Alta","Moderado","No","Si"
887,"No","Alta","Alta","Mucho","No","Si"
888,"No","Alta","Alta","Moderado","No","Si"
890,"No","Moderada","Muy Cálida","Moderado","No","Si"
891,"Poca","Alta","Alta","Poco","No","Si"
892,"Poca","Alta","Alta","Moderado","No","Si"
893,"No","Muy Alta","Alta","Poco","No","Si"
894,"No","Alta","Alta","Mucho","No","Si"
895,"No","Moderada","Alta","Mucho","No","No"
896,"No","Moderada","Alta","Poco","No","Si"
897,"No","Moderada","Muy Cálida","Moderado","No","Si"
898,"No","Alta","Alta","Poco","No","Si"
899,"Moderada","Muy Alta","Alta","Moderado","No","Si"
901,"No","Alta","Muy Cálida","Moderado","No","Si"
902,"No","Alta","Alta","Mucho","No","Si"
903,"No","Alta","Alta","Moderado","No","Si"
904,"No","Alta","Alta","Moderado","Si","Si"
905,"No","Alta","Alta","Poco","No","Si"
906,"No","Alta","Alta","Moderado","No","No"
907,"Poca","Moderada","Alta","Poco","No","Si"
908,"No","Alta","Alta","Moderado","No","Si"
909,"No","Moderada","Alta","Moderado","No","Si"
910,"No","Alta","Alta","Moderado","No","Si"
911,"No","Alta","Templada","Moderado","No","No"
912,"No","Alta","Alta","Poco","No","Si"
913,"No","Alta","Alta","Poco","Si","Si"
914,"No","Muy Alta","Alta","Poco","Si","Si"
915,"No","Moderada","Alta","Poco","Si","Si"
916,"No","Moderada","Alta","Moderado","Si","Si"
917,"Poca","Alta","Alta","Moderado","Si","Si"
918,"No","Moderada","Alta","Moderado","Si","Si"
926,"No","Moderada","Alta","Moderado","Si","Si"
927,"Poca","Alta","Muy Cálida","Poco","Si","Si"
928,"No","Moderada","Alta","Moderado","Si","Si"
929,"No","Alta","Alta","Mucho","Si","Si"
930,"No","Moderada","Alta","Moderado","Si","Si"
931,"No","Muy Alta","Alta","Poco","Si","Si"
932,"No","Moderada","Alta","Moderado","Si","Si"
933,"No","Moderada","Alta","Poco","Si","Si"
934,"No","Alta","Alta","Poco","Si","Si"
936,"No","Moderada","Alta","Moderado","Si","Si"
937,"No","Moderada","Alta","Mucho","Si","Si"
938,"No","Moderada","Alta","Poco","Si","Si"
939,"No","Muy Alta","Alta","Poco","Si","No"
940,"No","Alta","Alta","Poco","Si","Si"
941,"No","Moderada","Alta","Poco","Si","Si"
942,"No","Alta","Alta","Mucho","Si","Si"
943,"No","Muy Alta","Alta","Poco","Si","Si"
944,"Poca","Muy Alta","Alta","Poco","Si","Si"
945,"No","Moderada","Alta","Mucho","Si","Si"
948,"No","Moderada","Alta","Poco","No","Si"
949,"No","Alta","Alta","Moderado","No","Si"
950,"No","Moderada","Alta","Moderado","No","Si"
951,"Poca","Alta","Alta","Poco","No","Si"
953,"Moderada","Muy Alta","Alta","Poco","No","Si"
954,"No","Alta","Templada","Mucho","No","Si"
955,"No","Alta","Alta","Mucho","No","Si"
956,"No","Muy Alta","Templada","Poco","No","Si"
957,"Poca","Muy Alta","Alta","Mucho","No","Si"
958,"No","Alta","Alta","Poco","Si","Si"
959,"No","Alta","Alta","Poco","Si","Si"
960,"No","Alta","Alta","Mucho","Si","Si"
961,"No","Alta","Alta","Poco","Si","Si"
962,"No","Muy Alta","Alta","Poco","No","Si"
963,"No","Alta","Muy Cálida","Moderado","No","No"
964,"No","Alta","Alta","Mucho","No","Si"
965,"No","Moderada","Alta","Moderado","No","Si"
966,"No","Alta","Alta","Poco","No","Si"
967,"Poca","Muy Alta","Alta","Moderado","No","Si"
968,"No","Baja","Muy Cálida","Moderado","No","Si"
969,"No","Alta","Alta","Moderado","No","Si"
970,"Poca","Muy Alta","Templada","Moderado","No","Si"
971,"No","Alta","Alta","Mucho","No","Si"
972,"No","Alta","Alta","Poco","No","Si"
973,"Poca","Moderada","Alta","Moderado","No","Si"
974,"No","Moderada","Alta","Poco","No","Si"
975,"No","Moderada","Alta","Mucho","No","Si"
976,"No","Alta","Alta","Moderado","No","Si"
977,"No","Moderada","Alta","Poco","No","Si"
978,"Poca","Alta","Alta","Moderado","No","Si"
979,"No","Moderada","Alta","Moderado","No","Si"
980,"No","Alta","Alta","Poco","No","Si"
981,"No","Moderada","Alta","Poco","Si","Si"
982,"Poca","Muy Alta","Alta","Moderado","Si","Si"
983,"Moderada","Muy Alta","Alta","Poco","Si","Si"
984,"No","Alta","Alta","Poco","Si","Si"
985,"No","Alta","Alta","Mucho","Si","Si"
986,"No","Moderada","Alta","Poco","Si","Si"
987,"No","Moderada","Alta","Moderado","Si","Si"
988,"No","Alta","Alta","Moderado","Si","Si"
989,"No","Moderada","Alta","Mucho","No","Si"
990,"No","Moderada","Alta","Moderado","No","Si"
991,"No","Moderada","Alta","Moderado","No","Si"
992,"No","Alta","Alta","Ventisca","Si","Si"
993,"No","Alta","Alta","Moderado","Si","Si"
994,"No","Alta","Alta","Mucho","Si","Si"
995,"No","Moderada","Alta","Poco","No","Si"
996,"No","Moderada","Alta","Poco","Si","Si"
997,"No","Alta","Alta","Moderado","No","No"
998,"No","Moderada","Alta","Moderado","No","Si"
999,"No","Moderada","Alta","Moderado","Si","Si"
841,"No","Alta","Alta","Poco","No","No"
842,"Poca","Muy Alta","Alta","Poco","No","No"
843,"No","Baja","Alta","Poco","No","No"
845,"No","Moderada","Alta","Moderado","No","No"
846,"No","Alta","Alta","Poco","No","No"
847,"Poca","Muy Alta","Alta","Moderado","No","No"
848,"No","Moderada","Muy Cálida","Moderado","No","No"
849,"No","Alta","Alta","Poco","No","No"
850,"Poca","Muy Alta","Templada","Moderado","No","No"
851,"Poca","Muy Alta","Alta","Moderado","No","No"
852,"No","Alta","Templada","Mucho","No","No"
853,"No","Alta","Alta","Poco","No","No"
855,"No","Moderada","Alta","Poco","No","No"
856,"No","Alta","Alta","Mucho","No","No"
857,"No","Moderada","Alta","Poco","No","No"
858,"No","Moderada","Alta","Moderado","No","No"
859,"Moderada","Muy Alta","Alta","Moderado","No","No"
860,"No","Alta","Alta","Moderado","No","No"
861,"Moderada","Muy Alta","Alta","Moderado","No","No"
862,"No","Alta","Alta","Poco","No","No"
863,"No","Alta","Alta","Moderado","No","No"
864,"No","Alta","Alta","Poco","No","No"
865,"No","Muy Alta","Alta","Poco","No","No"
866,"No","Moderada","Alta","Poco","No","No"
868,"Poca","Muy Alta","Alta","Moderado","No","No"
869,"No","Moderada","Alta","Poco","No","No"
870,"No","Moderada","Muy Cálida","Poco","No","No"
871,"No","Alta","Alta","Poco","No","No"
872,"No","Moderada","Alta","Poco","No","No"
873,"Poca","Muy Alta","Alta","Poco","No","No"
874,"No","Alta","Alta","Moderado","No","No"
875,"No","Alta","Alta","Moderado","No","No"
876,"No","Moderada","Alta","Poco","No","No"
877,"No","Moderada","Muy Cálida","Moderado","No","No"
878,"No","Moderada","Alta","Moderado","No","No"
879,"Poca","Muy Alta","Alta","Moderado","No","No"
841,"No","Alta","Alta","Poco","No","Si"
842,"Poca","Muy Alta","Alta","Poco","No","Si"
843,"No","Baja","Alta","Poco","No","Si"
844,"No","Alta","Alta","Poco","No","No"
845,"No","Moderada","Alta","Moderado","No","No"
846,"No","Alta","Alta","Poco","No","No"
847,"Poca","Muy Alta","Alta","Moderado","No","Si"
848,"No","Moderada","Muy Cálida","Moderado","No","Si"
849,"No","Alta","Alta","Poco","No","Si"
850,"Poca","Muy Alta","Templada","Moderado","No","Si"
851,"Poca","Muy Alta","Alta","Moderado","No","Si"
852,"No","Alta","Templada","Mucho","No","Si"
853,"No","Alta","Alta","Poco","No","Si"
854,"Poca","Muy Alta","Alta","Poco","No","Si"
855,"No","Moderada","Alta","Poco","No","Si"
856,"No","Alta","Alta","Mucho","No","Si"
857,"No","Moderada","Alta","Poco","No","No"
858,"No","Moderada","Alta","Moderado","No","Si"
859,"Moderada","Muy Alta","Alta","Moderado","No","Si"
860,"No","Alta","Alta","Moderado","No","No"
861,"Moderada","Muy Alta","Alta","Moderado","No","No"
862,"No","Alta","Alta","Poco","No","No"
863,"No","Alta","Alta","Moderado","No","Si"
864,"No","Alta","Alta","Poco","No","No"
865,"No","Muy Alta","Alta","Poco","No","Si"
866,"No","Moderada","Alta","Poco","No","Si"
867,"No","Moderada","Muy Cálida","Moderado","No","No"
868,"Poca","Muy Alta","Alta","Moderado","No","Si"
869,"No","Moderada","Alta","Poco","No","No"
870,"No","Moderada","Muy Cálida","Poco","No","Si"
871,"No","Alta","Alta","Poco","No","Si"
872,"No","Moderada","Alta","Poco","No","Si"
873,"Poca","Muy Alta","Alta","Poco","No","Si"
874,"No","Alta","Alta","Moderado","No","Si"
875,"No","Alta","Alta","Moderado","No","Si"
876,"No","Moderada","Alta","Poco","No","Si"
877,"No","Moderada","Muy Cálida","Moderado","No","Si"
878,"No","Moderada","Alta","Moderado","No","Si"
879,"Poca","Muy Alta","Alta","Moderado","No","Si"
880,"No","Moderada","Alta","Mucho","No","Si"
881,"Moderada","Alta","Alta","Poco","No","Si"
882,"No","Moderada","Alta","Moderado","No","Si"
883,"No","Alta","Alta","Mucho","No","No"
884,"No","Alta","Alta","Poco","No","Si"
885,"No","Alta","Alta","Poco","No","No"
886,"No","Alta","Alta","Moderado","No","Si"
887,"No","Alta","Alta","Mucho","No","Si"
890,"No","Moderada","Muy Cálida","Moderado","No","Si"
891,"Poca","Alta","Alta","Poco","No","Si"
892,"Poca","Alta","Alta","Moderado","No","Si"
893,"No","Muy Alta","Alta","Poco","No","Si"
894,"No","Alta","Alta","Mucho","No","Si"
895,"No","Moderada","Alta","Mucho","No","Si"
896,"No","Moderada","Alta","Poco","No","Si"
897,"No","Moderada","Muy Cálida","Moderado","No","Si"
898,"No","Alta","Alta","Poco","No","No"
899,"Moderada","Muy Alta","Alta","Moderado","No","Si"
901,"No","Alta","Muy Cálida","Moderado","No","Si"
902,"No","Alta","Alta","Mucho","No","Si"
903,"No","Alta","Alta","Moderado","No","No"
904,"No","Alta","Alta","Moderado","No","No"
905,"No","Alta","Alta","Poco","No","Si"
906,"No","Alta","Alta","Moderado","No","No"
907,"Poca","Moderada","Alta","Poco","No","Si"
910,"No","Alta","Alta","Moderado","No","Si"
911,"No","Alta","Templada","Moderado","No","No"
912,"No","Alta","Alta","Poco","No","Si"
913,"No","Alta","Alta","Poco","No","Si"
914,"No","Muy Alta","Alta","Poco","No","Si"
915,"No","Moderada","Alta","Poco","No","No"
916,"No","Moderada","Alta","Moderado","No","Si"
917,"Poca","Alta","Alta","Moderado","No","Si"
918,"No","Moderada","Alta","Moderado","No","Si"
926,"No","Moderada","Alta","Moderado","No","Si"
927,"Poca","Alta","Muy Cálida","Poco","No","Si"
928,"No","Moderada","Alta","Moderado","No","Si"
929,"No","Alta","Alta","Mucho","No","Si"
930,"No","Moderada","Alta","Moderado","No","Si"
931,"No","Muy Alta","Alta","Poco","No","No"
932,"No","Moderada","Alta","Moderado","No","Si"
933,"No","Moderada","Alta","Poco","No","Si"
934,"No","Alta","Alta","Poco","No","Si"
936,"No","Moderada","Alta","Moderado","No","No"
937,"No","Moderada","Alta","Mucho","No","Si"
938,"No","Moderada","Alta","Poco","No","Si"
939,"No","Muy Alta","Alta","Poco","No","No"
940,"No","Alta","Alta","Poco","No","No"
941,"No","Moderada","Alta","Poco","No","Si"
942,"No","Alta","Alta","Mucho","No","No"
943,"No","Muy Alta","Alta","Poco","No","Si"
944,"Poca","Muy Alta","Alta","Poco","No","No"
945,"No","Moderada","Alta","Mucho","No","Si"
948,"No","Moderada","Alta","Poco","No","Si"
949,"No","Alta","Alta","Moderado","No","Si"
950,"No","Moderada","Alta","Moderado","No","Si"
951,"Poca","Alta","Alta","Poco","No","Si"
952,"No","Alta","Alta","Moderado","No","Si"
953,"Moderada","Muy Alta","Alta","Poco","No","Si"
954,"No","Alta","Templada","Mucho","No","No"
955,"No","Alta","Alta","Mucho","No","Si"
956,"No","Muy Alta","Templada","Poco","No","No"
957,"Poca","Muy Alta","Alta","Mucho","No","No"
958,"No","Alta","Alta","Poco","No","No"
959,"No","Alta","Alta","Poco","No","No"
960,"No","Alta","Alta","Mucho","No","Si"
961,"No","Alta","Alta","Poco","No","Si"
962,"No","Muy Alta","Alta","Poco","No","No"
963,"No","Alta","Muy Cálida","Moderado","No","No"
964,"No","Alta","Alta","Mucho","No","Si"
965,"No","Moderada","Alta","Moderado","No","Si"
966,"No","Alta","Alta","Poco","No","Si"
967,"Poca","Muy Alta","Alta","Moderado","No","No"
968,"No","Baja","Muy Cálida","Moderado","No","Si"
969,"No","Alta","Alta","Moderado","No","Si"
970,"Poca","Muy Alta","Templada","Moderado","No","No"
971,"No","Alta","Alta","Mucho","No","Si"
972,"No","Alta","Alta","Poco","No","Si"
973,"Poca","Moderada","Alta","Moderado","No","No"
974,"No","Moderada","Alta","Poco","No","Si"
976,"No","Alta","Alta","Moderado","No","No"
977,"No","Moderada","Alta","Poco","No","Si"
978,"Poca","Alta","Alta","Moderado","No","Si"
980,"No","Alta","Alta","Poco","No","Si"
981,"No","Moderada","Alta","Poco","No","Si"
982,"Poca","Muy Alta","Alta","Moderado","No","No"
983,"Moderada","Muy Alta","Alta","Poco","No","Si"
984,"No","Alta","Alta","Poco","No","Si"
985,"No","Alta","Alta","Mucho","No","Si"
986,"No","Moderada","Alta","Poco","No","No"
987,"No","Moderada","Alta","Moderado","No","Si"
988,"No","Alta","Alta","Moderado","No","Si"
841,"No","Alta","Alta","Poco","No","No"
842,"Poca","Muy Alta","Alta","Poco","No","No"
843,"No","Baja","Alta","Poco","No","No"
844,"No","Alta","Alta","Poco","No","No"
845,"No","Moderada","Alta","Moderado","No","No"
846,"No","Alta","Alta","Poco","No","No"
847,"Poca","Muy Alta","Alta","Moderado","No","No"
848,"No","Moderada","Muy Cálida","Moderado","No","No"
851,"Poca","Muy Alta","Alta","Moderado","No","No"
852,"No","Alta","Templada","Mucho","No","No"
853,"No","Alta","Alta","Poco","No","No"
854,"Poca","Muy Alta","Alta","Poco","No","No"
855,"No","Moderada","Alta","Poco","No","No"
856,"No","Alta","Alta","Mucho","No","No"
857,"No","Moderada","Alta","Poco","No","No"
858,"No","Moderada","Alta","Moderado","No","No"
859,"Moderada","Muy Alta","Alta","Moderado","No","No"
841,"No","Alta","Alta","Poco","No","No"
842,"Poca","Muy Alta","Alta","Poco","No","No"
843,"No","Baja","Alta","Poco","No","No"
844,"No","Alta","Alta","Poco","No","No"
845,"No","Moderada","Alta","Moderado","No","No"
846,"No","Alta","Alta","Poco","No","No"
847,"Poca","Muy Alta","Alta","Moderado","No","Si"
848,"No","Moderada","Muy Cálida","Moderado","No","Si"
849,"No","Alta","Alta","Poco","No","Si"
850,"Poca","Muy Alta","Templada","Moderado","No","No"
851,"Poca","Muy Alta","Alta","Moderado","No","Si"
853,"No","Alta","Alta","Poco","No","Si"
854,"Poca","Muy Alta","Alta","Poco","No","No"
855,"No","Moderada","Alta","Poco","No","No"
856,"No","Alta","Alta","Mucho","No","Si"
857,"No","Moderada","Alta","Poco","No","Si"
858,"No","Moderada","Alta","Moderado","No","No"
859,"Moderada","Muy Alta","Alta","Moderado","No","No"
1000,"No","Moderada","Muy Cálida","Poco","No","Si"
1001,"No","Moderada","Alta","Moderado","No","Si"
1002,"Poca","Muy Alta","Alta","Poco","No","No"
1003,"No","Muy Alta","Alta","Moderado","No","No"
1004,"No","Alta","Alta","Moderado","No","No"
1005,"No","Alta","Alta","Moderado","No","Si"
1006,"No","Alta","Alta","Moderado","No","No"
1007,"No","Alta","Alta","Poco","No","No"
1008,"Poca","Alta","Alta","Moderado","No","Si"
1009,"No","Moderada","Muy Cálida","Mucho","No","Si"
1010,"No","Moderada","Alta","Moderado","No","No"
1011,"No","Moderada","Alta","Mucho","No","No"
1012,"No","Alta","Alta","Mucho","No","No"
1013,"No","Alta","Alta","Mucho","No","No"
1014,"No","Alta","Alta","Moderado","No","Si"
1015,"Poca","Alta","Alta","Poco","No","Si"
1016,"No","Moderada","Alta","Moderado","No","No"
1017,"No","Moderada","Alta","Moderado","No","No"
1018,"No","Baja","Muy Cálida","Poco","No","No"
1019,"Poca","Alta","Alta","Poco","No","No"
1020,"Mucha","Alta","Alta","Poco","No","Si"
1021,"No","Alta","Alta","Poco","No","No"
1022,"No","Alta","Alta","Moderado","No","No"
1023,"Poca","Alta","Alta","Poco","No","No"
1024,"No","Alta","Alta","Mucho","No","No"
1026,"No","Alta","Alta","Mucho","No","No"
1027,"Poca","Alta","Alta","Poco","No","No"
1028,"No","Moderada","Alta","Moderado","No","No"
1029,"No","Alta","Alta","Mucho","No","No"
1030,"No","Alta","Alta","Mucho","No","No"
1031,"No","Moderada","Alta","Poco","No","No"
1032,"No","Moderada","Alta","Poco","No","No"
1033,"Poca","Muy Alta","Alta","Moderado","No","No"
1034,"No","Moderada","Alta","Moderado","No","No"
1035,"No","Alta","Alta","Moderado","No","No"
1036,"Poca","Alta","Alta","Moderado","No","No"
1037,"No","Alta","Alta","Moderado","No","No"
1038,"No","Alta","Alta","Poco","No","No"
1039,"No","Moderada","Muy Cálida","Moderado","No","No"
1040,"No","Alta","Alta","Poco","No","No"
1041,"No","Alta","Templada","Moderado","No","Si"
1042,"Poca","Alta","Alta","Mucho","No","No"
1043,"No","Alta","Alta","Poco","No","No"
1044,"Poca","Muy Alta","Templada","Poco","No","No"
862,"No","Alta","Alta","Poco","No","Si"
863,"No","Alta","Alta","Moderado","No","Si"
864,"No","Alta","Alta","Poco","No","Si"
866,"No","Moderada","Alta","Poco","No","Si"
867,"No","Moderada","Muy Cálida","Moderado","No","No"
868,"Poca","Muy Alta","Alta","Moderado","No","Si"
869,"No","Moderada","Alta","Poco","No","No"
870,"No","Moderada","Muy Cálida","Poco","No","Si"
873,"Poca","Muy Alta","Alta","Poco","No","Si"
874,"No","Alta","Alta","Moderado","No","No"
875,"No","Alta","Alta","Moderado","No","Si"
876,"No","Moderada","Alta","Poco","No","Si"
877,"No","Moderada","Muy Cálida","Moderado","No","No"
878,"No","Moderada","Alta","Moderado","No","Si"
880,"No","Moderada","Alta","Mucho","No","Si"
881,"Moderada","Alta","Alta","Poco","No","Si"
882,"No","Moderada","Alta","Moderado","No","Si"
883,"No","Alta","Alta","Mucho","No","Si"
885,"No","Alta","Alta","Poco","No","No"
886,"No","Alta","Alta","Moderado","No","No"
887,"No","Alta","Alta","Mucho","No","No"
888,"No","Alta","Alta","Moderado","No","Si"
890,"No","Moderada","Muy Cálida","Moderado","No","Si"
891,"Poca","Alta","Alta","Poco","No","Si"
892,"Poca","Alta","Alta","Moderado","No","Si"
893,"No","Muy Alta","Alta","Poco","No","No"
894,"No","Alta","Alta","Mucho","No","Si"
895,"No","Moderada","Alta","Mucho","No","Si"
896,"No","Moderada","Alta","Poco","No","Si"
897,"No","Moderada","Muy Cálida","Moderado","No","Si"
898,"No","Alta","Alta","Poco","No","Si"
900,"No","Moderada","Alta","Moderado","No","No"
901,"No","Alta","Muy Cálida","Moderado","No","No"
902,"No","Alta","Alta","Mucho","No","No"
903,"No","Alta","Alta","Moderado","No","No"
904,"No","Alta","Alta","Moderado","No","Si"
905,"No","Alta","Alta","Poco","No","Si"
906,"No","Alta","Alta","Moderado","No","No"
907,"Poca","Moderada","Alta","Poco","No","No"
908,"No","Alta","Alta","Moderado","No","No"
909,"No","Moderada","Alta","Moderado","No","No"
910,"No","Alta","Alta","Moderado","No","No"
911,"No","Alta","Templada","Moderado","No","No"
912,"No","Alta","Alta","Poco","No","No"
913,"No","Alta","Alta","Poco","No","No"
914,"No","Muy Alta","Alta","Poco","No","No"
915,"No","Moderada","Alta","Poco","No","No"
916,"No","Moderada","Alta","Moderado","No","No"
917,"Poca","Alta","Alta","Moderado","No","No"
918,"No","Moderada","Alta","Moderado","No","No"
927,"Poca","Alta","Muy Cálida","Poco","No","No"
928,"No","Moderada","Alta","Moderado","No","Si"
929,"No","Alta","Alta","Mucho","No","Si"
930,"No","Moderada","Alta","Moderado","No","Si"
931,"No","Muy Alta","Alta","Poco","No","No"
932,"No","Moderada","Alta","Moderado","No","Si"
933,"No","Moderada","Alta","Poco","No","No"
936,"No","Moderada","Alta","Moderado","No","Si"
937,"No","Moderada","Alta","Mucho","No","Si"
939,"No","Muy Alta","Alta","Poco","No","No"
